"zentriert","bilderrahmen-fixed src","hauptlink","hauptlink href","inline-table","flaggenrahmen src","inline-table href","tiny_wappen src","hauptlink 2","flaggenrahmen src 2","inline-table 2","inline-table href 2","rechts","rechts href","flaggenrahmen src 3"
"126","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Wesley Saïd","https://www.transfermarkt.us/wesley-said/profil/spieler/182916","Centre-Forward","https://tmssl.akamaized.net/images/flagge/verysmall/50.png?lm=1520611569","https://www.transfermarkt.us/fc-toulouse/startseite/verein/415/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/415.png?lm=1530117274","Toulouse","https://tmssl.akamaized.net/images/flagge/verysmall/50.png?lm=1520611569","Ligue 1","https://www.transfermarkt.us/ligue-1/transfers/wettbewerb/FR1/saison_id/2019","€8.00m","https://www.transfermarkt.us/jumplist/transfers/spieler/182916/transfer_id/2587779","https://tmssl.akamaized.net/images/flagge/verysmall/35.png?lm=1520611569"
"127","https://img.a.transfermarkt.technology/portrait/medium/612826-1657181986.png?lm=1","Silas","https://www.transfermarkt.us/silas/profil/spieler/612826","Right Winger","https://tmssl.akamaized.net/images/flagge/verysmall/193.png?lm=1520611569","https://www.transfermarkt.us/vfb-stuttgart/startseite/verein/79/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/79.png?lm=1680587427","VfB Stuttgart","https://tmssl.akamaized.net/images/flagge/verysmall/40.png?lm=1520612525","2. Bundesliga","https://www.transfermarkt.us/2-bundesliga/transfers/wettbewerb/L2/saison_id/2019","€8.00m","https://www.transfermarkt.us/jumplist/transfers/spieler/612826/transfer_id/2604621",""
"128","https://img.a.transfermarkt.technology/portrait/medium/183299-1632909728.jpg?lm=1","Callum Robinson","https://www.transfermarkt.us/callum-robinson/profil/spieler/183299","Centre-Forward","https://tmssl.akamaized.net/images/flagge/verysmall/72.png?lm=1520611569","https://www.transfermarkt.us/sheffield-united/startseite/verein/350/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/350.png?lm=1409254138","Sheff Utd","https://tmssl.akamaized.net/images/flagge/verysmall/189.png?lm=1520611569","Premier League","https://www.transfermarkt.us/premier-league/transfers/wettbewerb/GB1/saison_id/2019","€7.80m","https://www.transfermarkt.us/jumplist/transfers/spieler/183299/transfer_id/2552372","https://tmssl.akamaized.net/images/flagge/verysmall/189.png?lm=1520611569"
"129","https://img.a.transfermarkt.technology/portrait/medium/50935-1678022181.jpg?lm=1","Chicharito","https://www.transfermarkt.us/chicharito/profil/spieler/50935","Centre-Forward","https://tmssl.akamaized.net/images/flagge/verysmall/110.png?lm=1520611569","https://www.transfermarkt.us/fc-sevilla/startseite/verein/368/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/368.png?lm=1408655455","Sevilla FC","https://tmssl.akamaized.net/images/flagge/verysmall/157.png?lm=1520611569","LaLiga","https://www.transfermarkt.us/laliga/transfers/wettbewerb/ES1/saison_id/2019","€7.75m","https://www.transfermarkt.us/jumplist/transfers/spieler/50935/transfer_id/2630785",""
"130","https://img.a.transfermarkt.technology/portrait/medium/84765-1663679656.jpg?lm=1","Francesco Caputo","https://www.transfermarkt.us/francesco-caputo/profil/spieler/84765","Centre-Forward","https://tmssl.akamaized.net/images/flagge/verysmall/75.png?lm=1520611569","https://www.transfermarkt.us/us-sassuolo/startseite/verein/6574/saison_id/2019","","Sassuolo","https://tmssl.akamaized.net/images/flagge/verysmall/75.png?lm=1520611569","Serie A","https://www.transfermarkt.us/serie-a/transfers/wettbewerb/IT1/saison_id/2019","€7.75m","https://www.transfermarkt.us/jumplist/transfers/spieler/84765/transfer_id/2553475",""
"131","https://img.a.transfermarkt.technology/portrait/medium/358504-1658413443.jpg?lm=1","Ritsu Doan","https://www.transfermarkt.us/ritsu-doan/profil/spieler/358504","Right Winger","https://tmssl.akamaized.net/images/flagge/verysmall/77.png?lm=1520611569","https://www.transfermarkt.us/psv-eindhoven/startseite/verein/383/saison_id/2019","","PSV Eindhoven","https://tmssl.akamaized.net/images/flagge/verysmall/122.png?lm=1520611569","Eredivisie","https://www.transfermarkt.us/eredivisie/transfers/wettbewerb/NL1/saison_id/2019","€7.50m","https://www.transfermarkt.us/jumplist/transfers/spieler/358504/transfer_id/2624612",""
"132","https://img.a.transfermarkt.technology/portrait/medium/298983-1629886260.jpg?lm=1","Javi Ontiveros","https://www.transfermarkt.us/javi-ontiveros/profil/spieler/298983","Left Winger","https://tmssl.akamaized.net/images/flagge/verysmall/157.png?lm=1520611569","https://www.transfermarkt.us/fc-villarreal/startseite/verein/1050/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/1050.png?lm=1408655310","Villarreal","https://tmssl.akamaized.net/images/flagge/verysmall/157.png?lm=1520611569","LaLiga","https://www.transfermarkt.us/laliga/transfers/wettbewerb/ES1/saison_id/2019","€7.50m","https://www.transfermarkt.us/jumplist/transfers/spieler/298983/transfer_id/2615781",""
"133","https://img.a.transfermarkt.technology/portrait/medium/208690-1661518629.jpg?lm=1","George Puscas","https://www.transfermarkt.us/george-puscas/profil/spieler/208690","Centre-Forward","https://tmssl.akamaized.net/images/flagge/verysmall/140.png?lm=1520611569","https://www.transfermarkt.us/fc-reading/startseite/verein/1032/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/1032.png?lm=1457723329","Reading","https://tmssl.akamaized.net/images/flagge/verysmall/189.png?lm=1520611569","Championship","https://www.transfermarkt.us/championship/transfers/wettbewerb/GB2/saison_id/2019","€7.50m","https://www.transfermarkt.us/jumplist/transfers/spieler/208690/transfer_id/2595739",""
"134","https://img.a.transfermarkt.technology/portrait/medium/520392-1681409395.jpg?lm=1","Michael","https://www.transfermarkt.us/michael/profil/spieler/520392","Left Winger","https://tmssl.akamaized.net/images/flagge/verysmall/26.png?lm=1520611569","https://www.transfermarkt.us/flamengo-rio-de-janeiro/startseite/verein/614/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/614.png?lm=1551023331","Flamengo","https://tmssl.akamaized.net/images/flagge/verysmall/26.png?lm=1520611569","Série A","https://www.transfermarkt.us/campeonato-brasileiro-serie-a/transfers/wettbewerb/BRA1/saison_id/2019","€7.50m","https://www.transfermarkt.us/jumplist/transfers/spieler/520392/transfer_id/2766354",""
"135","https://img.a.transfermarkt.technology/portrait/medium/480692-1665556242.jpg?lm=1","Luis Díaz","https://www.transfermarkt.us/luis-diaz/profil/spieler/480692","Left Winger","https://tmssl.akamaized.net/images/flagge/verysmall/83.png?lm=1520611569","https://www.transfermarkt.us/fc-porto/startseite/verein/720/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/720.png?lm=1486310161","FC Porto","https://tmssl.akamaized.net/images/flagge/verysmall/136.png?lm=1520611569","Liga NOS","https://www.transfermarkt.us/liga-nos/transfers/wettbewerb/PO1/saison_id/2019","€7.22m","https://www.transfermarkt.us/jumplist/transfers/spieler/480692/transfer_id/2548967",""
"136","https://img.a.transfermarkt.technology/portrait/medium/279457-1475755278.jpg?lm=1","Ryan Kent","https://www.transfermarkt.us/ryan-kent/profil/spieler/279457","Left Winger","https://tmssl.akamaized.net/images/flagge/verysmall/189.png?lm=1520611569","https://www.transfermarkt.us/glasgow-rangers/startseite/verein/124/saison_id/2019","","Rangers","https://tmssl.akamaized.net/images/flagge/verysmall/190.png?lm=1520611569","Premiership","https://www.transfermarkt.us/scottish-premiership/transfers/wettbewerb/SC1/saison_id/2019","€7.20m","https://www.transfermarkt.us/jumplist/transfers/spieler/279457/transfer_id/2632720",""
"137","https://img.a.transfermarkt.technology/portrait/medium/515512-1646125673.jpg?lm=1","Aké Loba","https://www.transfermarkt.us/ake-loba/profil/spieler/515512","Centre-Forward","https://tmssl.akamaized.net/images/flagge/verysmall/38.png?lm=1520611569","https://www.transfermarkt.us/cf-monterrey/startseite/verein/2407/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/2407.png?lm=1406966074","Monterrey","https://tmssl.akamaized.net/images/flagge/verysmall/110.png?lm=1520611569","Liga MX Clausura","https://www.transfermarkt.us/liga-mx-clausura/transfers/wettbewerb/MEX1/saison_id/2019","€7.16m","https://www.transfermarkt.us/jumplist/transfers/spieler/515512/transfer_id/2751007",""
"138","https://img.a.transfermarkt.technology/portrait/medium/655488-1682689091.jpg?lm=1","Gabriel Martinelli","https://www.transfermarkt.us/gabriel-martinelli/profil/spieler/655488","Left Winger","https://tmssl.akamaized.net/images/flagge/verysmall/26.png?lm=1520611569","https://www.transfermarkt.us/fc-arsenal/startseite/verein/11/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/11.png?lm=1489787850","Arsenal","https://tmssl.akamaized.net/images/flagge/verysmall/189.png?lm=1520611569","Premier League","https://www.transfermarkt.us/premier-league/transfers/wettbewerb/GB1/saison_id/2019","€7.10m","https://www.transfermarkt.us/jumplist/transfers/spieler/655488/transfer_id/2533542","https://tmssl.akamaized.net/images/flagge/verysmall/75.png?lm=1520611569"
"139","https://img.a.transfermarkt.technology/portrait/medium/56331-1599992368.jpg?lm=1","Bas Dost","https://www.transfermarkt.us/bas-dost/profil/spieler/56331","Centre-Forward","https://tmssl.akamaized.net/images/flagge/verysmall/122.png?lm=1520611569","https://www.transfermarkt.us/eintracht-frankfurt/startseite/verein/24/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/24.png?lm=1403806187","E. Frankfurt","https://tmssl.akamaized.net/images/flagge/verysmall/40.png?lm=1520612525","Bundesliga","https://www.transfermarkt.us/bundesliga/transfers/wettbewerb/L1/saison_id/2019","€7.00m","https://www.transfermarkt.us/jumplist/transfers/spieler/56331/transfer_id/2622502",""
"140","https://img.a.transfermarkt.technology/portrait/medium/84535-1656347716.jpg?lm=1","Eduardo Salvio","https://www.transfermarkt.us/eduardo-salvio/profil/spieler/84535","Right Winger","https://tmssl.akamaized.net/images/flagge/verysmall/9.png?lm=1520611569","https://www.transfermarkt.us/club-atletico-boca-juniors/startseite/verein/189/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/189.png?lm=1511621129","Boca Juniors","https://tmssl.akamaized.net/images/flagge/verysmall/9.png?lm=1520611569","Superliga","https://www.transfermarkt.us/superliga/transfers/wettbewerb/AR1N/saison_id/2019","€7.00m","https://www.transfermarkt.us/jumplist/transfers/spieler/84535/transfer_id/2564896",""
"141","https://img.a.transfermarkt.technology/portrait/medium/185077-1658413230.jpg?lm=1","Vincenzo Grifo","https://www.transfermarkt.us/vincenzo-grifo/profil/spieler/185077","Left Winger","https://tmssl.akamaized.net/images/flagge/verysmall/75.png?lm=1520611569","https://www.transfermarkt.us/sc-freiburg/startseite/verein/60/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/60.png?lm=1517249279","SC Freiburg","https://tmssl.akamaized.net/images/flagge/verysmall/40.png?lm=1520612525","Bundesliga","https://www.transfermarkt.us/bundesliga/transfers/wettbewerb/L1/saison_id/2019","€7.00m","https://www.transfermarkt.us/jumplist/transfers/spieler/185077/transfer_id/2631353",""
"142","https://img.a.transfermarkt.technology/portrait/medium/318426-1658753123.png?lm=1","Ivan Ignatjev","https://www.transfermarkt.us/ivan-ignatjev/profil/spieler/318426","Centre-Forward","https://tmssl.akamaized.net/images/flagge/verysmall/141.png?lm=1520611569","https://www.transfermarkt.us/rubin-kazan/startseite/verein/2698/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/2698.png?lm=1561987986","Rubin Kazan","https://tmssl.akamaized.net/images/flagge/verysmall/141.png?lm=1520611569","Premier Liga","https://www.transfermarkt.us/premier-liga/transfers/wettbewerb/RU1/saison_id/2019","€7.00m","https://www.transfermarkt.us/jumplist/transfers/spieler/318426/transfer_id/2736570",""
"143","https://img.a.transfermarkt.technology/portrait/medium/340151-1596187532.jpg?lm=1","Andrea Favilli","https://www.transfermarkt.us/andrea-favilli/profil/spieler/340151","Centre-Forward","https://tmssl.akamaized.net/images/flagge/verysmall/75.png?lm=1520611569","https://www.transfermarkt.us/genua-cfc/startseite/verein/252/saison_id/2019","","Genoa","https://tmssl.akamaized.net/images/flagge/verysmall/75.png?lm=1520611569","Serie A","https://www.transfermarkt.us/serie-a/transfers/wettbewerb/IT1/saison_id/2019","€7.00m","https://www.transfermarkt.us/jumplist/transfers/spieler/340151/transfer_id/2392510",""
"144","https://img.a.transfermarkt.technology/portrait/medium/280701-1604924539.jpg?lm=1","Théo Bongonda","https://www.transfermarkt.us/theo-bongonda/profil/spieler/280701","Right Winger","https://tmssl.akamaized.net/images/flagge/verysmall/193.png?lm=1520611569","https://www.transfermarkt.us/krc-genk/startseite/verein/1184/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/1184.png?lm=1464899410","KRC Genk","https://tmssl.akamaized.net/images/flagge/verysmall/19.png?lm=1520611569","Jupiler Pro League","https://www.transfermarkt.us/jupiler-pro-league/transfers/wettbewerb/BE1/saison_id/2019","€7.00m","https://www.transfermarkt.us/jumplist/transfers/spieler/280701/transfer_id/2506995","https://tmssl.akamaized.net/images/flagge/verysmall/19.png?lm=1520611569"
"145","https://img.a.transfermarkt.technology/portrait/medium/402193-1516114488.jpg?lm=1","Kwang-song Han","https://www.transfermarkt.us/kwang-song-han/profil/spieler/402193","Centre-Forward","https://tmssl.akamaized.net/images/flagge/verysmall/86.png?lm=1520611569","https://www.transfermarkt.us/al-duhail-sc/startseite/verein/26091/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/26091.png?lm=1678506587","Al-Duhail SC","https://tmssl.akamaized.net/images/flagge/verysmall/137.png?lm=1520611569","Stars League","https://www.transfermarkt.us/qatar-stars-league/transfers/wettbewerb/QSL/saison_id/2019","€7.00m","https://www.transfermarkt.us/jumplist/transfers/spieler/402193/transfer_id/2749831",""
"146","https://img.a.transfermarkt.technology/portrait/medium/208167-1657114227.jpg?lm=1","Dawid Kownacki","https://www.transfermarkt.us/dawid-kownacki/profil/spieler/208167","Centre-Forward","https://tmssl.akamaized.net/images/flagge/verysmall/135.png?lm=1520611569","https://www.transfermarkt.us/fortuna-dusseldorf/startseite/verein/38/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/38.png?lm=1405514004","F. Düsseldorf","https://tmssl.akamaized.net/images/flagge/verysmall/40.png?lm=1520612525","Bundesliga","https://www.transfermarkt.us/bundesliga/transfers/wettbewerb/L1/saison_id/2019","€6.75m","https://www.transfermarkt.us/jumplist/transfers/spieler/208167/transfer_id/2658656",""
"147","https://img.a.transfermarkt.technology/portrait/medium/75489-1660208031.jpg?lm=1","Niclas Füllkrug","https://www.transfermarkt.us/niclas-fullkrug/profil/spieler/75489","Centre-Forward","https://tmssl.akamaized.net/images/flagge/verysmall/40.png?lm=1520612525","https://www.transfermarkt.us/sv-werder-bremen/startseite/verein/86/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/86.png?lm=1403082298","Werder Bremen","https://tmssl.akamaized.net/images/flagge/verysmall/40.png?lm=1520612525","Bundesliga","https://www.transfermarkt.us/bundesliga/transfers/wettbewerb/L1/saison_id/2019","€6.50m","https://www.transfermarkt.us/jumplist/transfers/spieler/75489/transfer_id/2460580",""
"148","https://img.a.transfermarkt.technology/portrait/medium/413039-1668505084.jpg?lm=1","Bryan Mbeumo","https://www.transfermarkt.us/bryan-mbeumo/profil/spieler/413039","Right Winger","https://tmssl.akamaized.net/images/flagge/verysmall/31.png?lm=1520611569","https://www.transfermarkt.us/fc-brentford/startseite/verein/1148/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/1148.png?lm=1625150543","Brentford","https://tmssl.akamaized.net/images/flagge/verysmall/189.png?lm=1520611569","Championship","https://www.transfermarkt.us/championship/transfers/wettbewerb/GB2/saison_id/2019","€6.50m","https://www.transfermarkt.us/jumplist/transfers/spieler/413039/transfer_id/2590918","https://tmssl.akamaized.net/images/flagge/verysmall/50.png?lm=1520611569"
"149","https://img.a.transfermarkt.technology/portrait/medium/227183-1475755155.jpg?lm=1","Sam Gallagher","https://www.transfermarkt.us/sam-gallagher/profil/spieler/227183","Centre-Forward","https://tmssl.akamaized.net/images/flagge/verysmall/189.png?lm=1520611569","https://www.transfermarkt.us/blackburn-rovers/startseite/verein/164/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/164.png?lm=1495228542","Blackburn","https://tmssl.akamaized.net/images/flagge/verysmall/189.png?lm=1520611569","Championship","https://www.transfermarkt.us/championship/transfers/wettbewerb/GB2/saison_id/2019","€6.50m","https://www.transfermarkt.us/jumplist/transfers/spieler/227183/transfer_id/2554227","https://tmssl.akamaized.net/images/flagge/verysmall/190.png?lm=1520611569"
"150","https://img.a.transfermarkt.technology/portrait/medium/71608-1678478326.jpg?lm=1","Gustavo Bou","https://www.transfermarkt.us/gustavo-bou/profil/spieler/71608","Centre-Forward","https://tmssl.akamaized.net/images/flagge/verysmall/9.png?lm=1520611569","https://www.transfermarkt.us/new-england-revolution/startseite/verein/626/saison_id/2019","","New England","https://tmssl.akamaized.net/images/flagge/verysmall/184.png?lm=1520611569","MLS","https://www.transfermarkt.us/major-league-soccer/transfers/wettbewerb/MLS1/saison_id/2019","€6.36m","https://www.transfermarkt.us/jumplist/transfers/spieler/71608/transfer_id/2548742",""
"151","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Andreas Skov Olsen","https://www.transfermarkt.us/andreas-skov-olsen/profil/spieler/432982","Right Winger","https://tmssl.akamaized.net/images/flagge/verysmall/39.png?lm=1520611569","https://www.transfermarkt.us/fc-bologna/startseite/verein/1025/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/1025.png?lm=1626441324","Bologna","https://tmssl.akamaized.net/images/flagge/verysmall/75.png?lm=1520611569","Serie A","https://www.transfermarkt.us/serie-a/transfers/wettbewerb/IT1/saison_id/2019","€6.00m","https://www.transfermarkt.us/jumplist/transfers/spieler/432982/transfer_id/2572256",""
"152","https://img.a.transfermarkt.technology/portrait/medium/98322-1557598608.png?lm=1","Denis Cheryshev","https://www.transfermarkt.us/denis-cheryshev/profil/spieler/98322","Left Winger","https://tmssl.akamaized.net/images/flagge/verysmall/141.png?lm=1520611569","https://www.transfermarkt.us/fc-valencia/startseite/verein/1049/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/1049.png?lm=1406966320","Valencia","https://tmssl.akamaized.net/images/flagge/verysmall/157.png?lm=1520611569","LaLiga","https://www.transfermarkt.us/laliga/transfers/wettbewerb/ES1/saison_id/2019","€6.00m","https://www.transfermarkt.us/jumplist/transfers/spieler/98322/transfer_id/2529027","https://tmssl.akamaized.net/images/flagge/verysmall/157.png?lm=1520611569"
"153","https://img.a.transfermarkt.technology/portrait/medium/272855-1604924546.jpg?lm=1","Paul Onuachu","https://www.transfermarkt.us/paul-onuachu/profil/spieler/272855","Centre-Forward","https://tmssl.akamaized.net/images/flagge/verysmall/124.png?lm=1520611569","https://www.transfermarkt.us/krc-genk/startseite/verein/1184/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/1184.png?lm=1464899410","KRC Genk","https://tmssl.akamaized.net/images/flagge/verysmall/19.png?lm=1520611569","Jupiler Pro League","https://www.transfermarkt.us/jupiler-pro-league/transfers/wettbewerb/BE1/saison_id/2019","€6.00m","https://www.transfermarkt.us/jumplist/transfers/spieler/272855/transfer_id/2618091",""
"154","https://img.a.transfermarkt.technology/portrait/medium/141350-1482246151.jpg?lm=1","Kemar Roofe","https://www.transfermarkt.us/kemar-roofe/profil/spieler/141350","Centre-Forward","https://tmssl.akamaized.net/images/flagge/verysmall/76.png?lm=1520611569","https://www.transfermarkt.us/rsc-anderlecht/startseite/verein/58/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/58.png?lm=1443857722","RSC Anderlecht","https://tmssl.akamaized.net/images/flagge/verysmall/19.png?lm=1520611569","Jupiler Pro League","https://www.transfermarkt.us/jupiler-pro-league/transfers/wettbewerb/BE1/saison_id/2019","€6.00m","https://www.transfermarkt.us/jumplist/transfers/spieler/141350/transfer_id/2593408","https://tmssl.akamaized.net/images/flagge/verysmall/189.png?lm=1520611569"
"155","https://img.a.transfermarkt.technology/portrait/medium/371009-1582109366.jpg?lm=1","Rony","https://www.transfermarkt.us/rony/profil/spieler/371009","Centre-Forward","https://tmssl.akamaized.net/images/flagge/verysmall/26.png?lm=1520611569","https://www.transfermarkt.us/se-palmeiras-sao-paulo/startseite/verein/1023/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/1023.png?lm=1411204983","Palmeiras","https://tmssl.akamaized.net/images/flagge/verysmall/26.png?lm=1520611569","Série A","https://www.transfermarkt.us/campeonato-brasileiro-serie-a/transfers/wettbewerb/BRA1/saison_id/2019","€6.00m","https://www.transfermarkt.us/jumplist/transfers/spieler/371009/transfer_id/2808063",""
"156","https://img.a.transfermarkt.technology/portrait/medium/178469-1601031072.jpg?lm=1","Michael Krmencik","https://www.transfermarkt.us/michael-krmencik/profil/spieler/178469","Centre-Forward","https://tmssl.akamaized.net/images/flagge/verysmall/172.png?lm=1520611569","https://www.transfermarkt.us/fc-brugge/startseite/verein/2282/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/2282.png?lm=1448474251","Club Brugge","https://tmssl.akamaized.net/images/flagge/verysmall/19.png?lm=1520611569","Jupiler Pro League","https://www.transfermarkt.us/jupiler-pro-league/transfers/wettbewerb/BE1/saison_id/2019","€6.00m","https://www.transfermarkt.us/jumplist/transfers/spieler/178469/transfer_id/2779699",""
"157","https://img.a.transfermarkt.technology/portrait/medium/241119-1665498853.jpg?lm=1","Clinton N'Jie","https://www.transfermarkt.us/clinton-njie/profil/spieler/241119","Right Winger","https://tmssl.akamaized.net/images/flagge/verysmall/31.png?lm=1520611569","https://www.transfermarkt.us/dinamo-moskau/startseite/verein/121/saison_id/2019","","Dinamo Moscow","https://tmssl.akamaized.net/images/flagge/verysmall/141.png?lm=1520611569","Premier Liga","https://www.transfermarkt.us/premier-liga/transfers/wettbewerb/RU1/saison_id/2019","€6.00m","https://www.transfermarkt.us/jumplist/transfers/spieler/241119/transfer_id/2574043",""
"158","https://img.a.transfermarkt.technology/portrait/medium/270541-1531735677.jpg?lm=1","Serhou Guirassy","https://www.transfermarkt.us/serhou-guirassy/profil/spieler/270541","Centre-Forward","https://tmssl.akamaized.net/images/flagge/verysmall/59.png?lm=1520611569","https://www.transfermarkt.us/amiens-sc/startseite/verein/1416/saison_id/2019","","Amiens SC","https://tmssl.akamaized.net/images/flagge/verysmall/50.png?lm=1520611569","Ligue 1","https://www.transfermarkt.us/ligue-1/transfers/wettbewerb/FR1/saison_id/2019","€6.00m","https://www.transfermarkt.us/jumplist/transfers/spieler/270541/transfer_id/2485151","https://tmssl.akamaized.net/images/flagge/verysmall/50.png?lm=1520611569"
"159","https://img.a.transfermarkt.technology/portrait/medium/114060-1554279788.jpg?lm=1","Enric Gallego","https://www.transfermarkt.us/enric-gallego/profil/spieler/114060","Centre-Forward","https://tmssl.akamaized.net/images/flagge/verysmall/157.png?lm=1520611569","https://www.transfermarkt.us/fc-getafe/startseite/verein/3709/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/3709.png?lm=1408655116","Getafe","https://tmssl.akamaized.net/images/flagge/verysmall/157.png?lm=1520611569","LaLiga","https://www.transfermarkt.us/laliga/transfers/wettbewerb/ES1/saison_id/2019","€6.00m","https://www.transfermarkt.us/jumplist/transfers/spieler/114060/transfer_id/2544801",""
"160","https://img.a.transfermarkt.technology/portrait/medium/196139-1663753777.jpg?lm=1","Robert Glatzel","https://www.transfermarkt.us/robert-glatzel/profil/spieler/196139","Centre-Forward","https://tmssl.akamaized.net/images/flagge/verysmall/40.png?lm=1520612525","https://www.transfermarkt.us/cardiff-city/startseite/verein/603/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/603.png?lm=1478337063","Cardiff","https://tmssl.akamaized.net/images/flagge/verysmall/191.png?lm=1520611569","Championship","https://www.transfermarkt.us/championship/transfers/wettbewerb/GB2/saison_id/2019","€6.00m","https://www.transfermarkt.us/jumplist/transfers/spieler/196139/transfer_id/2582980",""
"161","https://img.a.transfermarkt.technology/portrait/medium/179860-1582726787.jpg?lm=1","Andraz Sporar","https://www.transfermarkt.us/andraz-sporar/profil/spieler/179860","Centre-Forward","https://tmssl.akamaized.net/images/flagge/verysmall/155.png?lm=1520611569","https://www.transfermarkt.us/sporting-lissabon/startseite/verein/336/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/336.png?lm=1621513752","Sporting CP","https://tmssl.akamaized.net/images/flagge/verysmall/136.png?lm=1520611569","Liga NOS","https://www.transfermarkt.us/liga-nos/transfers/wettbewerb/PO1/saison_id/2019","€6.00m","https://www.transfermarkt.us/jumplist/transfers/spieler/179860/transfer_id/2770369",""
"162","https://img.a.transfermarkt.technology/portrait/medium/369567-1624803519.jpg?lm=1","Sasa Kalajdzic","https://www.transfermarkt.us/sasa-kalajdzic/profil/spieler/369567","Centre-Forward","https://tmssl.akamaized.net/images/flagge/verysmall/127.png?lm=1520611569","https://www.transfermarkt.us/vfb-stuttgart/startseite/verein/79/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/79.png?lm=1680587427","VfB Stuttgart","https://tmssl.akamaized.net/images/flagge/verysmall/40.png?lm=1520612525","2. Bundesliga","https://www.transfermarkt.us/2-bundesliga/transfers/wettbewerb/L2/saison_id/2019","€6.00m","https://www.transfermarkt.us/jumplist/transfers/spieler/369567/transfer_id/2540088","https://tmssl.akamaized.net/images/flagge/verysmall/215.png?lm=1520611569"
"163","https://img.a.transfermarkt.technology/portrait/medium/440658-1543844997.jpg?lm=1","Artur","https://www.transfermarkt.us/artur/profil/spieler/440658","Right Winger","https://tmssl.akamaized.net/images/flagge/verysmall/26.png?lm=1520611569","https://www.transfermarkt.us/red-bull-bragantino/startseite/verein/8793/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/8793.png?lm=1577915313","RB Bragantino","https://tmssl.akamaized.net/images/flagge/verysmall/26.png?lm=1520611569","Série A","https://www.transfermarkt.us/campeonato-brasileiro-serie-a/transfers/wettbewerb/BRA1/saison_id/2019","€6.00m","https://www.transfermarkt.us/jumplist/transfers/spieler/440658/transfer_id/2750054",""
"164","https://img.a.transfermarkt.technology/portrait/medium/624942-1632729036.jpg?lm=1","Raúl Moro","https://www.transfermarkt.us/raul-moro/profil/spieler/624942","Left Winger","https://tmssl.akamaized.net/images/flagge/verysmall/157.png?lm=1520611569","https://www.transfermarkt.us/lazio-rom-u19/startseite/verein/12816/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/12816.png?lm=1601537785","Lazio U19","https://tmssl.akamaized.net/images/flagge/verysmall/75.png?lm=1520611569","Primavera 1","https://www.transfermarkt.us/primavera-1/transfers/wettbewerb/IJ1/saison_id/2019","€6.00m","https://www.transfermarkt.us/jumplist/transfers/spieler/624942/transfer_id/2641335",""
"165","https://img.a.transfermarkt.technology/portrait/medium/149716-1669800161.png?lm=1","Ivan Cavaleiro","https://www.transfermarkt.us/ivan-cavaleiro/profil/spieler/149716","Left Winger","https://tmssl.akamaized.net/images/flagge/verysmall/136.png?lm=1520611569","https://www.transfermarkt.us/fc-fulham/startseite/verein/931/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/931.png?lm=1556831687","Fulham","https://tmssl.akamaized.net/images/flagge/verysmall/189.png?lm=1520611569","Championship","https://www.transfermarkt.us/championship/transfers/wettbewerb/GB2/saison_id/2019","Loan fee:","https://www.transfermarkt.us/jumplist/transfers/spieler/149716/transfer_id/2553981","https://tmssl.akamaized.net/images/flagge/verysmall/6.png?lm=1520611569"
