"zentriert","bilderrahmen-fixed src","hauptlink","hauptlink href","flaggenrahmen src","inline-table href","tiny_wappen src","hauptlink 2","flaggenrahmen src 2","inline-table 2","inline-table href 2","rechts","rechts href"
"80","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Stefan Tarnovanu","https://www.transfermarkt.us/stefan-tarnovanu/profil/spieler/568544","https://tmssl.akamaized.net/images/flagge/verysmall/140.png?lm=1520611569","https://www.transfermarkt.us/fcsb/startseite/verein/301/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/301.png?lm=1485604345","FCSB","https://tmssl.akamaized.net/images/flagge/verysmall/140.png?lm=1520611569","Liga 1","https://www.transfermarkt.us/liga-1/transfers/wettbewerb/RO1/saison_id/2019","€350k","https://www.transfermarkt.us/jumplist/transfers/spieler/568544/transfer_id/2945346"
"81","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Amr Shaaban","https://www.transfermarkt.us/amr-shaaban/profil/spieler/551396","https://tmssl.akamaized.net/images/flagge/verysmall/2.png?lm=1520611569","https://www.transfermarkt.us/petrojet/startseite/verein/10957/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/10957.png?lm=1477205483","Petrojet","https://tmssl.akamaized.net/images/flagge/verysmall/2.png?lm=1520611569","Egypt","","€350k","https://www.transfermarkt.us/jumplist/transfers/spieler/551396/transfer_id/2516659"
"82","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Jakub Ojrzynski","https://www.transfermarkt.us/jakub-ojrzynski/profil/spieler/540630","https://tmssl.akamaized.net/images/flagge/verysmall/135.png?lm=1520611569","https://www.transfermarkt.us/fc-liverpool-u18/startseite/verein/6922/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/6922.png?lm=1456567819","Liverpool U18","https://tmssl.akamaized.net/images/flagge/verysmall/189.png?lm=1520611569","U18 Premier League","https://www.transfermarkt.us/u18-premier-league/transfers/wettbewerb/GB18/saison_id/2019","€333k","https://www.transfermarkt.us/jumplist/transfers/spieler/540630/transfer_id/2501974"
"83","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Thomas Didillon","https://www.transfermarkt.us/thomas-didillon/profil/spieler/182891","https://tmssl.akamaized.net/images/flagge/verysmall/50.png?lm=1520611569","https://www.transfermarkt.us/rsc-anderlecht/startseite/verein/58/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/58.png?lm=1443857722","RSC Anderlecht","https://tmssl.akamaized.net/images/flagge/verysmall/19.png?lm=1520611569","Jupiler Pro League","https://www.transfermarkt.us/jupiler-pro-league/transfers/wettbewerb/BE1/saison_id/2019","End of loan","https://www.transfermarkt.us/jumplist/transfers/spieler/182891/transfer_id/2775582"
"84","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Josué Ayala","https://www.transfermarkt.us/josue-ayala/profil/spieler/55955","https://tmssl.akamaized.net/images/flagge/verysmall/9.png?lm=1520611569","https://www.transfermarkt.us/club-atletico-rosario-central/startseite/verein/1418/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/1418.png?lm=1615329886","Rosario Central","https://tmssl.akamaized.net/images/flagge/verysmall/9.png?lm=1520611569","Superliga","https://www.transfermarkt.us/superliga/transfers/wettbewerb/AR1N/saison_id/2019","€305k","https://www.transfermarkt.us/jumplist/transfers/spieler/55955/transfer_id/2539467"
"85","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Álvaro Fernández","https://www.transfermarkt.us/alvaro-fernandez/profil/spieler/453704","https://tmssl.akamaized.net/images/flagge/verysmall/157.png?lm=1520611569","https://www.transfermarkt.us/sd-huesca/startseite/verein/5358/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/5358.png?lm=1535899179","SD Huesca","https://tmssl.akamaized.net/images/flagge/verysmall/157.png?lm=1520611569","LaLiga SmartBank","https://www.transfermarkt.us/laliga2/transfers/wettbewerb/ES2/saison_id/2019","€300k","https://www.transfermarkt.us/jumplist/transfers/spieler/453704/transfer_id/2529035"
"86","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Fabian Bredlow","https://www.transfermarkt.us/fabian-bredlow/profil/spieler/187624","https://tmssl.akamaized.net/images/flagge/verysmall/40.png?lm=1520612525","https://www.transfermarkt.us/vfb-stuttgart/startseite/verein/79/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/79.png?lm=1680587427","VfB Stuttgart","https://tmssl.akamaized.net/images/flagge/verysmall/40.png?lm=1520612525","2. Bundesliga","https://www.transfermarkt.us/2-bundesliga/transfers/wettbewerb/L2/saison_id/2019","€300k","https://www.transfermarkt.us/jumplist/transfers/spieler/187624/transfer_id/2517139"
"87","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Ioannis Gelios","https://www.transfermarkt.us/ioannis-gelios/profil/spieler/156676","https://tmssl.akamaized.net/images/flagge/verysmall/56.png?lm=1520611569","https://www.transfermarkt.us/holstein-kiel/startseite/verein/269/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/269.png?lm=1544480289","Holstein Kiel","https://tmssl.akamaized.net/images/flagge/verysmall/40.png?lm=1520612525","2. Bundesliga","https://www.transfermarkt.us/2-bundesliga/transfers/wettbewerb/L2/saison_id/2019","€300k","https://www.transfermarkt.us/jumplist/transfers/spieler/156676/transfer_id/2497771"
"88","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Andrey Klimovich","https://www.transfermarkt.us/andrey-klimovich/profil/spieler/57618","https://tmssl.akamaized.net/images/flagge/verysmall/18.png?lm=1520611569","https://www.transfermarkt.us/fk-orenburg/startseite/verein/14589/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/14589.png?lm=1500713718","Orenburg","https://tmssl.akamaized.net/images/flagge/verysmall/141.png?lm=1520611569","Premier Liga","https://www.transfermarkt.us/premier-liga/transfers/wettbewerb/RU1/saison_id/2019","€280k","https://www.transfermarkt.us/jumplist/transfers/spieler/57618/transfer_id/2628132"
"89","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Jakub Slowik","https://www.transfermarkt.us/jakub-slowik/profil/spieler/154530","https://tmssl.akamaized.net/images/flagge/verysmall/135.png?lm=1520611569","https://www.transfermarkt.us/vegalta-sendai/startseite/verein/6395/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/6395.png?lm=1411406988","Vegalta Sendai","https://tmssl.akamaized.net/images/flagge/verysmall/77.png?lm=1520611569","J1 League","https://www.transfermarkt.us/j1-league/transfers/wettbewerb/JAP1/saison_id/2019","€250k","https://www.transfermarkt.us/jumplist/transfers/spieler/154530/transfer_id/2533009"
"90","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Oscar Linnér","https://www.transfermarkt.us/oscar-linner/profil/spieler/366974","https://tmssl.akamaized.net/images/flagge/verysmall/147.png?lm=1520611569","https://www.transfermarkt.us/arminia-bielefeld/startseite/verein/10/saison_id/2019","","Arm. Bielefeld","https://tmssl.akamaized.net/images/flagge/verysmall/40.png?lm=1520612525","2. Bundesliga","https://www.transfermarkt.us/2-bundesliga/transfers/wettbewerb/L2/saison_id/2019","€240k","https://www.transfermarkt.us/jumplist/transfers/spieler/366974/transfer_id/2748482"
"91","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Tadeu","https://www.transfermarkt.us/tadeu/profil/spieler/258367","https://tmssl.akamaized.net/images/flagge/verysmall/26.png?lm=1520611569","https://www.transfermarkt.us/goias-ec/startseite/verein/3197/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/3197.png?lm=1668099048","Goiás","https://tmssl.akamaized.net/images/flagge/verysmall/26.png?lm=1520611569","Série A","https://www.transfermarkt.us/campeonato-brasileiro-serie-a/transfers/wettbewerb/BRA1/saison_id/2019","€220k","https://www.transfermarkt.us/jumplist/transfers/spieler/258367/transfer_id/2740063"
"92","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Paolo Cavazza","https://www.transfermarkt.us/paolo-cavazza/profil/spieler/858002","https://tmssl.akamaized.net/images/flagge/verysmall/75.png?lm=1520611569","https://www.transfermarkt.us/parma-calcio-1913-u17/startseite/verein/54395/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/54395.png?lm=1530945992","Parma U17","https://tmssl.akamaized.net/images/flagge/verysmall/75.png?lm=1520611569","Under 17 - A","https://www.transfermarkt.us/campionato-nazionale-under-17-a/transfers/wettbewerb/ITJ4/saison_id/2019","€220k","https://www.transfermarkt.us/jumplist/transfers/spieler/858002/transfer_id/3219725"
"93","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Simone Scuffet","https://www.transfermarkt.us/simone-scuffet/profil/spieler/238993","https://tmssl.akamaized.net/images/flagge/verysmall/75.png?lm=1520611569","https://www.transfermarkt.us/spezia-calcio/startseite/verein/3522/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/3522.png?lm=1504611067","Spezia Calcio","https://tmssl.akamaized.net/images/flagge/verysmall/75.png?lm=1520611569","Serie B","https://www.transfermarkt.us/serie-b/transfers/wettbewerb/IT2/saison_id/2019","Loan fee:","https://www.transfermarkt.us/jumplist/transfers/spieler/238993/transfer_id/2613301"
"94","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Josip Posavec","https://www.transfermarkt.us/josip-posavec/profil/spieler/255322","https://tmssl.akamaized.net/images/flagge/verysmall/37.png?lm=1520611569","https://www.transfermarkt.us/hnk-hajduk-split/startseite/verein/447/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/447.png?lm=1673717761","Hajduk Split","https://tmssl.akamaized.net/images/flagge/verysmall/37.png?lm=1520611569","SuperSport HNL","https://www.transfermarkt.us/1-hnl/transfers/wettbewerb/KR1/saison_id/2019","€200k","https://www.transfermarkt.us/jumplist/transfers/spieler/255322/transfer_id/2499834"
"95","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Ozan Can Oruc","https://www.transfermarkt.us/ozan-can-oruc/profil/spieler/361272","https://tmssl.akamaized.net/images/flagge/verysmall/174.png?lm=1520611569","https://www.transfermarkt.us/konyaspor/startseite/verein/2293/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/2293.png?lm=1519828204","Konyaspor","https://tmssl.akamaized.net/images/flagge/verysmall/174.png?lm=1520611569","Süper Lig","https://www.transfermarkt.us/super-lig/transfers/wettbewerb/TR1/saison_id/2019","€200k","https://www.transfermarkt.us/jumplist/transfers/spieler/361272/transfer_id/2631470"
"96","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Tyler Miller","https://www.transfermarkt.us/tyler-miller/profil/spieler/353479","https://tmssl.akamaized.net/images/flagge/verysmall/184.png?lm=1520611569","https://www.transfermarkt.us/minnesota-united-fc/startseite/verein/56089/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/56089.png?lm=1474755528","Minnesota","https://tmssl.akamaized.net/images/flagge/verysmall/184.png?lm=1520611569","MLS","https://www.transfermarkt.us/major-league-soccer/transfers/wettbewerb/MLS1/saison_id/2019","€182k","https://www.transfermarkt.us/jumplist/transfers/spieler/353479/transfer_id/2707736"
"97","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Arturo Cheng","https://www.transfermarkt.us/arturo-cheng/profil/spieler/659258","https://tmssl.akamaized.net/images/flagge/verysmall/34.png?lm=1520611569","https://www.transfermarkt.us/racing-rioja-cf/startseite/verein/78105/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/78105.png?lm=1604147646","Racing Rioja CF","https://tmssl.akamaized.net/images/flagge/verysmall/157.png?lm=1520611569","Spain","","€177k","https://www.transfermarkt.us/jumplist/transfers/spieler/659258/transfer_id/2826381"
"98","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Andreas Hirzel","https://www.transfermarkt.us/andreas-hirzel/profil/spieler/167189","https://tmssl.akamaized.net/images/flagge/verysmall/148.png?lm=1520611569","https://www.transfermarkt.us/fc-thun/startseite/verein/938/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/938.png?lm=1656417973","FC Thun","https://tmssl.akamaized.net/images/flagge/verysmall/148.png?lm=1520611569","Super League","https://www.transfermarkt.us/super-league/transfers/wettbewerb/C1/saison_id/2019","€176k","https://www.transfermarkt.us/jumplist/transfers/spieler/167189/transfer_id/2465825"
"99","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Patrik Demjén","https://www.transfermarkt.us/patrik-demjen/profil/spieler/263367","https://tmssl.akamaized.net/images/flagge/verysmall/178.png?lm=1521635893","https://www.transfermarkt.us/zalaegerszegi-te-fc/startseite/verein/1391/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/1391.png?lm=1582047515","Zalaegerszeg","https://tmssl.akamaized.net/images/flagge/verysmall/178.png?lm=1521635893","NB I.","https://www.transfermarkt.us/nemzeti-bajnoksag/transfers/wettbewerb/UNG1/saison_id/2019","€170k","https://www.transfermarkt.us/jumplist/transfers/spieler/263367/transfer_id/2519016"
"100","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Nicholas Bilokapic","https://www.transfermarkt.us/nicholas-bilokapic/profil/spieler/703661","https://tmssl.akamaized.net/images/flagge/verysmall/12.png?lm=1520611569","https://www.transfermarkt.us/huddersfield-town-u19/startseite/verein/67774/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/67774.png?lm=1567439677","Huddersf. U19","https://tmssl.akamaized.net/images/flagge/verysmall/189.png?lm=1520611569","England","","€168k","https://www.transfermarkt.us/jumplist/transfers/spieler/703661/transfer_id/3202116"
"101","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Andrea Chiossi","https://www.transfermarkt.us/andrea-chiossi/profil/spieler/616141","https://tmssl.akamaized.net/images/flagge/verysmall/75.png?lm=1520611569","https://www.transfermarkt.us/as-rom-u18/startseite/verein/76094/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/76094.png?lm=1565605786","Roma U18","https://tmssl.akamaized.net/images/flagge/verysmall/75.png?lm=1520611569","Under 18","https://www.transfermarkt.us/campionato-nazionale-under-18/transfers/wettbewerb/ITJ7/saison_id/2019","€160k","https://www.transfermarkt.us/jumplist/transfers/spieler/616141/transfer_id/2777708"
"102","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Adrián Zendejas","https://www.transfermarkt.us/adrian-zendejas/profil/spieler/384129","https://tmssl.akamaized.net/images/flagge/verysmall/184.png?lm=1520611569","https://www.transfermarkt.us/nashville-sc/startseite/verein/63966/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/63966.png?lm=1550768787","Nashville","https://tmssl.akamaized.net/images/flagge/verysmall/184.png?lm=1520611569","United States","","€159k","https://www.transfermarkt.us/jumplist/transfers/spieler/384129/transfer_id/2705921"
"103","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Nikola Vasiljevic","https://www.transfermarkt.us/nikola-vasiljevic/profil/spieler/262105","https://tmssl.akamaized.net/images/flagge/verysmall/215.png?lm=1520611569","https://www.transfermarkt.us/roter-stern-belgrad/startseite/verein/159/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/159.png?lm=1567102522","Red Star","https://tmssl.akamaized.net/images/flagge/verysmall/215.png?lm=1520611569","Super liga","https://www.transfermarkt.us/super-liga-srbije/transfers/wettbewerb/SER1/saison_id/2019","€150k","https://www.transfermarkt.us/jumplist/transfers/spieler/262105/transfer_id/2517769"
"104","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Ali Ayari","https://www.transfermarkt.us/ali-ayari/profil/spieler/166370","https://tmssl.akamaized.net/images/flagge/verysmall/173.png?lm=1520611569","https://www.transfermarkt.us/ca-bizertin/startseite/verein/12717/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/12717.png?lm=1534152607","CA Bizertin","https://tmssl.akamaized.net/images/flagge/verysmall/173.png?lm=1520611569","Ligue I Pro","https://www.transfermarkt.us/ligue-professionnelle-1/transfers/wettbewerb/TUN1/saison_id/2019","€150k","https://www.transfermarkt.us/jumplist/transfers/spieler/166370/transfer_id/2541423"
"105","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Davor Matijas","https://www.transfermarkt.us/davor-matijas/profil/spieler/357780","https://tmssl.akamaized.net/images/flagge/verysmall/37.png?lm=1520611569","https://www.transfermarkt.us/royal-antwerpen-fc/startseite/verein/1096/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/1096.png?lm=1623758865","Royal Antwerp","https://tmssl.akamaized.net/images/flagge/verysmall/19.png?lm=1520611569","Jupiler Pro League","https://www.transfermarkt.us/jupiler-pro-league/transfers/wettbewerb/BE1/saison_id/2019","€150k","https://www.transfermarkt.us/jumplist/transfers/spieler/357780/transfer_id/2775416"
"106","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Matevz Dajcar","https://www.transfermarkt.us/matevz-dajcar/profil/spieler/704079","https://tmssl.akamaized.net/images/flagge/verysmall/155.png?lm=1520611569","https://www.transfermarkt.us/atalanta-bergamo-u19/startseite/verein/11998/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/11998.png?lm=1568219998","Atalanta U19","https://tmssl.akamaized.net/images/flagge/verysmall/75.png?lm=1520611569","Primavera 1","https://www.transfermarkt.us/primavera-1/transfers/wettbewerb/IJ1/saison_id/2019","€150k","https://www.transfermarkt.us/jumplist/transfers/spieler/704079/transfer_id/2694813"
"107","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Asmir Begovic","https://www.transfermarkt.us/asmir-begovic/profil/spieler/33873","https://tmssl.akamaized.net/images/flagge/verysmall/24.png?lm=1569523290","https://www.transfermarkt.us/ac-mailand/startseite/verein/5/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/5.png?lm=1605166627","AC Milan","https://tmssl.akamaized.net/images/flagge/verysmall/75.png?lm=1520611569","Serie A","https://www.transfermarkt.us/serie-a/transfers/wettbewerb/IT1/saison_id/2019","Loan fee:","https://www.transfermarkt.us/jumplist/transfers/spieler/33873/transfer_id/2756753"
"108","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Lucas Pirard","https://www.transfermarkt.us/lucas-pirard/profil/spieler/168166","https://tmssl.akamaized.net/images/flagge/verysmall/19.png?lm=1520611569","https://www.transfermarkt.us/waasland-beveren/startseite/verein/28643/saison_id/2019","","Waasl.-Beveren","https://tmssl.akamaized.net/images/flagge/verysmall/19.png?lm=1520611569","Jupiler Pro League","https://www.transfermarkt.us/jupiler-pro-league/transfers/wettbewerb/BE1/saison_id/2019","€125k","https://www.transfermarkt.us/jumplist/transfers/spieler/168166/transfer_id/2550598"
"109","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Gentian Selmani","https://www.transfermarkt.us/gentian-selmani/profil/spieler/342813","https://tmssl.akamaized.net/images/flagge/verysmall/3.png?lm=1520611569","https://www.transfermarkt.us/menemen-spor/startseite/verein/20664/saison_id/2019","","Menemenspor","https://tmssl.akamaized.net/images/flagge/verysmall/174.png?lm=1520611569","1.Lig","https://www.transfermarkt.us/1-lig/transfers/wettbewerb/TR2/saison_id/2019","€120k","https://www.transfermarkt.us/jumplist/transfers/spieler/342813/transfer_id/2574455"
"110","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Berkin Özgür","https://www.transfermarkt.us/berkin-ozgur/profil/spieler/691777","https://tmssl.akamaized.net/images/flagge/verysmall/174.png?lm=1520611569","https://www.transfermarkt.us/istanbul-basaksehir-fk-jugend/startseite/verein/43434/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/43434.png?lm=1555511886","Basaksehir Yth","https://tmssl.akamaized.net/images/flagge/verysmall/174.png?lm=1520611569","Turkey","","€120k","https://www.transfermarkt.us/jumplist/transfers/spieler/691777/transfer_id/2593189"
"111","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Mohamed Baayou","https://www.transfermarkt.us/mohamed-baayou/profil/spieler/530999","https://tmssl.akamaized.net/images/flagge/verysmall/107.png?lm=1520611569","https://www.transfermarkt.us/far-rabat/startseite/verein/9099/saison_id/2019","","FAR Rabat","https://tmssl.akamaized.net/images/flagge/verysmall/107.png?lm=1520611569","Botola Pro Inwi","https://www.transfermarkt.us/botola-pro-inwi/transfers/wettbewerb/MAR1/saison_id/2019","€106k","https://www.transfermarkt.us/jumplist/transfers/spieler/530999/transfer_id/2554661"
"112","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Aleksandr Melikhov","https://www.transfermarkt.us/aleksandr-melikhov/profil/spieler/476274","https://tmssl.akamaized.net/images/flagge/verysmall/141.png?lm=1520611569","https://www.transfermarkt.us/akhmat-grozny/startseite/verein/3725/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/3725.png?lm=1497737399","Akhmat Grozny","https://tmssl.akamaized.net/images/flagge/verysmall/141.png?lm=1520611569","Premier Liga","https://www.transfermarkt.us/premier-liga/transfers/wettbewerb/RU1/saison_id/2019","€100k","https://www.transfermarkt.us/jumplist/transfers/spieler/476274/transfer_id/2506109"
"113","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Maksim Rudakov","https://www.transfermarkt.us/maksim-rudakov/profil/spieler/235347","https://tmssl.akamaized.net/images/flagge/verysmall/141.png?lm=1520611569","https://www.transfermarkt.us/fk-rostov/startseite/verein/1083/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/1083.png?lm=1604130993","Rostov","https://tmssl.akamaized.net/images/flagge/verysmall/141.png?lm=1520611569","Premier Liga","https://www.transfermarkt.us/premier-liga/transfers/wettbewerb/RU1/saison_id/2019","€100k","https://www.transfermarkt.us/jumplist/transfers/spieler/235347/transfer_id/2797810"
"114","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Tomas Tujvel","https://www.transfermarkt.us/tomas-tujvel/profil/spieler/74952","https://tmssl.akamaized.net/images/flagge/verysmall/178.png?lm=1521635893","https://www.transfermarkt.us/budapest-honved-fc/startseite/verein/709/saison_id/2019","","Honvéd","https://tmssl.akamaized.net/images/flagge/verysmall/178.png?lm=1521635893","NB I.","https://www.transfermarkt.us/nemzeti-bajnoksag/transfers/wettbewerb/UNG1/saison_id/2019","€100k","https://www.transfermarkt.us/jumplist/transfers/spieler/74952/transfer_id/2626643"
"115","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Óscar Whalley","https://www.transfermarkt.us/oscar-whalley/profil/spieler/260662","https://tmssl.akamaized.net/images/flagge/verysmall/157.png?lm=1520611569","https://www.transfermarkt.us/ofi-kreta/startseite/verein/653/saison_id/2019","","OFI Crete FC","https://tmssl.akamaized.net/images/flagge/verysmall/56.png?lm=1520611569","Super League 1","https://www.transfermarkt.us/super-league-1/transfers/wettbewerb/GR1/saison_id/2019","€100k","https://www.transfermarkt.us/jumplist/transfers/spieler/260662/transfer_id/2604763"
"116","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Chituru Odunze","https://www.transfermarkt.us/chituru-odunze/profil/spieler/627198","https://tmssl.akamaized.net/images/flagge/verysmall/184.png?lm=1520611569","https://www.transfermarkt.us/leicester-city-u18/startseite/verein/14389/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/14389.png?lm=1472229266","Leicester U18","https://tmssl.akamaized.net/images/flagge/verysmall/189.png?lm=1520611569","U18 Premier League","https://www.transfermarkt.us/u18-premier-league/transfers/wettbewerb/GB18/saison_id/2019","€100k","https://www.transfermarkt.us/jumplist/transfers/spieler/627198/transfer_id/2585221"
"117","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Mattia Chiesa","https://www.transfermarkt.us/mattia-chiesa/profil/spieler/535881","https://tmssl.akamaized.net/images/flagge/verysmall/75.png?lm=1520611569","https://www.transfermarkt.us/hellas-verona/startseite/verein/276/saison_id/2019","","Hellas Verona","https://tmssl.akamaized.net/images/flagge/verysmall/75.png?lm=1520611569","Serie A","https://www.transfermarkt.us/serie-a/transfers/wettbewerb/IT1/saison_id/2019","€93k","https://www.transfermarkt.us/jumplist/transfers/spieler/535881/transfer_id/2517186"
"118","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Lawrence Ati Zigi","https://www.transfermarkt.us/lawrence-ati-zigi/profil/spieler/254285","https://tmssl.akamaized.net/images/flagge/verysmall/54.png?lm=1520611569","https://www.transfermarkt.us/fc-st-gallen-1879/startseite/verein/257/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/257.png?lm=1656417499","FC St. Gallen","https://tmssl.akamaized.net/images/flagge/verysmall/148.png?lm=1520611569","Super League","https://www.transfermarkt.us/super-league/transfers/wettbewerb/C1/saison_id/2019","€90k","https://www.transfermarkt.us/jumplist/transfers/spieler/254285/transfer_id/2771642"
