"zentriert","bilderrahmen-fixed src","hauptlink","hauptlink href","inline-table","flaggenrahmen src","inline-table href","tiny_wappen src","hauptlink 2","flaggenrahmen src 2","inline-table 2","inline-table href 2","rechts","rechts href","inline-table src","flaggenrahmen src 3"
"127","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Jonathan Schmid","https://www.transfermarkt.us/jonathan-schmid/profil/spieler/70285","Right-Back","https://tmssl.akamaized.net/images/flagge/verysmall/50.png?lm=1520611569","https://www.transfermarkt.us/sc-freiburg/startseite/verein/60/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/60.png?lm=1517249279","SC Freiburg","https://tmssl.akamaized.net/images/flagge/verysmall/40.png?lm=1520612525","Bundesliga","https://www.transfermarkt.us/bundesliga/transfers/wettbewerb/L1/saison_id/2019","€4.00m","https://www.transfermarkt.us/jumplist/transfers/spieler/70285/transfer_id/2491139","",""
"128","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Raúl Albiol","https://www.transfermarkt.us/raul-albiol/profil/spieler/15452","Centre-Back","https://tmssl.akamaized.net/images/flagge/verysmall/157.png?lm=1520611569","https://www.transfermarkt.us/fc-villarreal/startseite/verein/1050/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/1050.png?lm=1408655310","Villarreal","https://tmssl.akamaized.net/images/flagge/verysmall/157.png?lm=1520611569","LaLiga","https://www.transfermarkt.us/laliga/transfers/wettbewerb/ES1/saison_id/2019","€4.00m","https://www.transfermarkt.us/jumplist/transfers/spieler/15452/transfer_id/2537594","",""
"129","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Dylan Bronn","https://www.transfermarkt.us/dylan-bronn/profil/spieler/450417","Centre-Back","https://tmssl.akamaized.net/images/flagge/verysmall/173.png?lm=1520611569","https://www.transfermarkt.us/fc-metz/startseite/verein/347/saison_id/2019","","FC Metz","https://tmssl.akamaized.net/images/flagge/verysmall/50.png?lm=1520611569","Ligue 1","https://www.transfermarkt.us/ligue-1/transfers/wettbewerb/FR1/saison_id/2019","€4.00m","https://www.transfermarkt.us/jumplist/transfers/spieler/450417/transfer_id/2743062","https://tmssl.akamaized.net/images/wappen/tiny/347_1622201271.png?lm=1622201272","https://tmssl.akamaized.net/images/flagge/verysmall/50.png?lm=1520611569"
"130","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Tamás Kádár","https://www.transfermarkt.us/tamas-kadar/profil/spieler/64313","Centre-Back","https://tmssl.akamaized.net/images/flagge/verysmall/178.png?lm=1521635893","https://www.transfermarkt.us/shandong-taishan/startseite/verein/3182/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/3182.png?lm=1645957966","SD Luneng","https://tmssl.akamaized.net/images/flagge/verysmall/34.png?lm=1520611569","Super League","https://www.transfermarkt.us/chinese-super-league/transfers/wettbewerb/CSL/saison_id/2019","€4.00m","https://www.transfermarkt.us/jumplist/transfers/spieler/64313/transfer_id/2814604","",""
"131","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Miha Mevlja","https://www.transfermarkt.us/miha-mevlja/profil/spieler/100160","Centre-Back","https://tmssl.akamaized.net/images/flagge/verysmall/155.png?lm=1520611569","https://www.transfermarkt.us/fk-sochi/startseite/verein/41231/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/41231.png?lm=1549213557","Sochi","https://tmssl.akamaized.net/images/flagge/verysmall/141.png?lm=1520611569","Premier Liga","https://www.transfermarkt.us/premier-liga/transfers/wettbewerb/RU1/saison_id/2019","€4.00m","https://www.transfermarkt.us/jumplist/transfers/spieler/100160/transfer_id/2631598","",""
"132","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Dimitrios Nikolaou","https://www.transfermarkt.us/dimitrios-nikolaou/profil/spieler/292772","Centre-Back","https://tmssl.akamaized.net/images/flagge/verysmall/56.png?lm=1520611569","https://www.transfermarkt.us/fc-empoli/startseite/verein/749/saison_id/2019","","Empoli","https://tmssl.akamaized.net/images/flagge/verysmall/75.png?lm=1520611569","Serie B","https://www.transfermarkt.us/serie-b/transfers/wettbewerb/IT2/saison_id/2019","€4.00m","https://www.transfermarkt.us/jumplist/transfers/spieler/292772/transfer_id/2493345","https://tmssl.akamaized.net/images/wappen/tiny/749_1602578836.png?lm=1602578836",""
"133","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Bosko Sutalo","https://www.transfermarkt.us/bosko-sutalo/profil/spieler/431698","Centre-Back","https://tmssl.akamaized.net/images/flagge/verysmall/37.png?lm=1520611569","https://www.transfermarkt.us/atalanta-bergamo/startseite/verein/800/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/800.png?lm=1438547428","Atalanta BC","https://tmssl.akamaized.net/images/flagge/verysmall/75.png?lm=1520611569","Serie A","https://www.transfermarkt.us/serie-a/transfers/wettbewerb/IT1/saison_id/2019","€4.00m","https://www.transfermarkt.us/jumplist/transfers/spieler/431698/transfer_id/2779129","",""
"134","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Tiago Djaló","https://www.transfermarkt.us/tiago-djalo/profil/spieler/420465","Centre-Back","https://tmssl.akamaized.net/images/flagge/verysmall/136.png?lm=1520611569","https://www.transfermarkt.us/losc-lille/startseite/verein/1082/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/1082.png?lm=1529521041","LOSC Lille","https://tmssl.akamaized.net/images/flagge/verysmall/50.png?lm=1520611569","Ligue 1","https://www.transfermarkt.us/ligue-1/transfers/wettbewerb/FR1/saison_id/2019","€4.00m","https://www.transfermarkt.us/jumplist/transfers/spieler/420465/transfer_id/2585487","","https://tmssl.akamaized.net/images/flagge/verysmall/60.png?lm=1520611569"
"135","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Mattias Andersson","https://www.transfermarkt.us/mattias-andersson/profil/spieler/342407","Centre-Back","https://tmssl.akamaized.net/images/flagge/verysmall/147.png?lm=1520611569","https://www.transfermarkt.us/fc-sion/startseite/verein/321/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/321.png?lm=1656418886","FC Sion","https://tmssl.akamaized.net/images/flagge/verysmall/148.png?lm=1520611569","Super League","https://www.transfermarkt.us/super-league/transfers/wettbewerb/C1/saison_id/2019","€4.00m","https://www.transfermarkt.us/jumplist/transfers/spieler/342407/transfer_id/2533567","",""
"136","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Vitão","https://www.transfermarkt.us/vitao/profil/spieler/428783","Centre-Back","https://tmssl.akamaized.net/images/flagge/verysmall/26.png?lm=1520611569","https://www.transfermarkt.us/shakhtar-donetsk/startseite/verein/660/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/660.png?lm=1396275305","Shakhtar D.","https://tmssl.akamaized.net/images/flagge/verysmall/177.png?lm=1520611569","Premier Liga","https://www.transfermarkt.us/premier-liga/transfers/wettbewerb/UKR1/saison_id/2019","€4.00m","https://www.transfermarkt.us/jumplist/transfers/spieler/428783/transfer_id/2632577","",""
"137","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Matt Clarke","https://www.transfermarkt.us/matt-clarke/profil/spieler/307497","Centre-Back","https://tmssl.akamaized.net/images/flagge/verysmall/189.png?lm=1520611569","https://www.transfermarkt.us/brighton-amp-hove-albion/startseite/verein/1237/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/1237.png?lm=1492718902","Brighton","https://tmssl.akamaized.net/images/flagge/verysmall/189.png?lm=1520611569","Premier League","https://www.transfermarkt.us/premier-league/transfers/wettbewerb/GB1/saison_id/2019","€3.90m","https://www.transfermarkt.us/jumplist/transfers/spieler/307497/transfer_id/2518147","",""
"138","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Odilon Kossounou","https://www.transfermarkt.us/odilon-kossounou/profil/spieler/644771","Centre-Back","https://tmssl.akamaized.net/images/flagge/verysmall/38.png?lm=1520611569","https://www.transfermarkt.us/fc-brugge/startseite/verein/2282/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/2282.png?lm=1448474251","Club Brugge","https://tmssl.akamaized.net/images/flagge/verysmall/19.png?lm=1520611569","Jupiler Pro League","https://www.transfermarkt.us/jupiler-pro-league/transfers/wettbewerb/BE1/saison_id/2019","€3.85m","https://www.transfermarkt.us/jumplist/transfers/spieler/644771/transfer_id/2469569","",""
"139","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Carlos Cuesta","https://www.transfermarkt.us/carlos-cuesta/profil/spieler/474589","Centre-Back","https://tmssl.akamaized.net/images/flagge/verysmall/83.png?lm=1520611569","https://www.transfermarkt.us/krc-genk/startseite/verein/1184/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/1184.png?lm=1464899410","KRC Genk","https://tmssl.akamaized.net/images/flagge/verysmall/19.png?lm=1520611569","Jupiler Pro League","https://www.transfermarkt.us/jupiler-pro-league/transfers/wettbewerb/BE1/saison_id/2019","€3.80m","https://www.transfermarkt.us/jumplist/transfers/spieler/474589/transfer_id/2535346","",""
"140","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Julian Chabot","https://www.transfermarkt.us/julian-chabot/profil/spieler/303219","Centre-Back","https://tmssl.akamaized.net/images/flagge/verysmall/40.png?lm=1520612525","https://www.transfermarkt.us/sampdoria-genua/startseite/verein/1038/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/1038.png?lm=1520934353","Sampdoria","https://tmssl.akamaized.net/images/flagge/verysmall/75.png?lm=1520611569","Serie A","https://www.transfermarkt.us/serie-a/transfers/wettbewerb/IT1/saison_id/2019","€3.70m","https://www.transfermarkt.us/jumplist/transfers/spieler/303219/transfer_id/2483947","","https://tmssl.akamaized.net/images/flagge/verysmall/50.png?lm=1520611569"
"141","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Paulo Díaz","https://www.transfermarkt.us/paulo-diaz/profil/spieler/271478","Centre-Back","https://tmssl.akamaized.net/images/flagge/verysmall/33.png?lm=1520611569","https://www.transfermarkt.us/club-atletico-river-plate/startseite/verein/209/saison_id/2019","","River Plate","https://tmssl.akamaized.net/images/flagge/verysmall/9.png?lm=1520611569","Superliga","https://www.transfermarkt.us/superliga/transfers/wettbewerb/AR1N/saison_id/2019","€3.60m","https://www.transfermarkt.us/jumplist/transfers/spieler/271478/transfer_id/2586492","https://tmssl.akamaized.net/images/wappen/tiny/15108_1672923846.png?lm=1672923847",""
"142","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Victor Nelsson","https://www.transfermarkt.us/victor-nelsson/profil/spieler/422951","Centre-Back","https://tmssl.akamaized.net/images/flagge/verysmall/39.png?lm=1520611569","https://www.transfermarkt.us/fc-kopenhagen/startseite/verein/190/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/190.png?lm=1518117389","FC Copenhagen","https://tmssl.akamaized.net/images/flagge/verysmall/39.png?lm=1520611569","Superligaen Championship round","https://www.transfermarkt.us/superligaen-meisterrunde/transfers/wettbewerb/DKMR/saison_id/2019","€3.60m","https://www.transfermarkt.us/jumplist/transfers/spieler/422951/transfer_id/2539369","",""
"143","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Alexis Peña","https://www.transfermarkt.us/alexis-pena/profil/spieler/397680","Centre-Back","https://tmssl.akamaized.net/images/flagge/verysmall/110.png?lm=1520611569","https://www.transfermarkt.us/deportivo-guadalajara/startseite/verein/6711/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/6711.png?lm=1495274616","Chivas","https://tmssl.akamaized.net/images/flagge/verysmall/110.png?lm=1520611569","Liga MX Clausura","https://www.transfermarkt.us/liga-mx-clausura/transfers/wettbewerb/MEX1/saison_id/2019","€3.60m","https://www.transfermarkt.us/jumplist/transfers/spieler/397680/transfer_id/2722957","",""
"144","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Alex Ferrari","https://www.transfermarkt.us/alex-ferrari/profil/spieler/197491","Centre-Back","https://tmssl.akamaized.net/images/flagge/verysmall/75.png?lm=1520611569","https://www.transfermarkt.us/sampdoria-genua/startseite/verein/1038/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/1038.png?lm=1520934353","Sampdoria","https://tmssl.akamaized.net/images/flagge/verysmall/75.png?lm=1520611569","Serie A","https://www.transfermarkt.us/serie-a/transfers/wettbewerb/IT1/saison_id/2019","€3.60m","https://www.transfermarkt.us/jumplist/transfers/spieler/197491/transfer_id/2133409","",""
"145","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Marco Friedl","https://www.transfermarkt.us/marco-friedl/profil/spieler/156990","Centre-Back","https://tmssl.akamaized.net/images/flagge/verysmall/127.png?lm=1520611569","https://www.transfermarkt.us/sv-werder-bremen/startseite/verein/86/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/86.png?lm=1403082298","Werder Bremen","https://tmssl.akamaized.net/images/flagge/verysmall/40.png?lm=1520612525","Bundesliga","https://www.transfermarkt.us/bundesliga/transfers/wettbewerb/L1/saison_id/2019","€3.50m","https://www.transfermarkt.us/jumplist/transfers/spieler/156990/transfer_id/2488867","",""
"146","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Pawel Dawidowicz","https://www.transfermarkt.us/pawel-dawidowicz/profil/spieler/248732","Centre-Back","https://tmssl.akamaized.net/images/flagge/verysmall/135.png?lm=1520611569","https://www.transfermarkt.us/hellas-verona/startseite/verein/276/saison_id/2019","","Hellas Verona","https://tmssl.akamaized.net/images/flagge/verysmall/75.png?lm=1520611569","Serie A","https://www.transfermarkt.us/serie-a/transfers/wettbewerb/IT1/saison_id/2019","€3.50m","https://www.transfermarkt.us/jumplist/transfers/spieler/248732/transfer_id/2433243","https://tmssl.akamaized.net/images/wappen/tiny/276_1595576872.png?lm=1595576818",""
"147","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Johan Vásquez","https://www.transfermarkt.us/johan-vasquez/profil/spieler/532937","Centre-Back","https://tmssl.akamaized.net/images/flagge/verysmall/110.png?lm=1520611569","https://www.transfermarkt.us/unam-pumas/startseite/verein/7633/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/7633.png?lm=1421002359","UNAM Pumas","https://tmssl.akamaized.net/images/flagge/verysmall/110.png?lm=1520611569","Liga MX Clausura","https://www.transfermarkt.us/liga-mx-clausura/transfers/wettbewerb/MEX1/saison_id/2019","€3.50m","https://www.transfermarkt.us/jumplist/transfers/spieler/532937/transfer_id/2749268","",""
"148","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Erasmo Mulè","https://www.transfermarkt.us/erasmo-mule/profil/spieler/392521","Centre-Back","https://tmssl.akamaized.net/images/flagge/verysmall/75.png?lm=1520611569","https://www.transfermarkt.us/juventus-turin-u23/startseite/verein/41101/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/41101.png?lm=1594291454","Juventus U23","https://tmssl.akamaized.net/images/flagge/verysmall/75.png?lm=1520611569","Serie C-A","https://www.transfermarkt.us/serie-c-girone-a/transfers/wettbewerb/IT3A/saison_id/2019","€3.50m","https://www.transfermarkt.us/jumplist/transfers/spieler/392521/transfer_id/2584599","",""
"149","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Domingos Duarte","https://www.transfermarkt.us/domingos-duarte/profil/spieler/257376","Centre-Back","https://tmssl.akamaized.net/images/flagge/verysmall/136.png?lm=1520611569","https://www.transfermarkt.us/fc-granada/startseite/verein/16795/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/16795.png?lm=1620472393","Granada CF","https://tmssl.akamaized.net/images/flagge/verysmall/157.png?lm=1520611569","LaLiga","https://www.transfermarkt.us/laliga/transfers/wettbewerb/ES1/saison_id/2019","€3.49m","https://www.transfermarkt.us/jumplist/transfers/spieler/257376/transfer_id/2556052","",""
"150","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Kortney Hause","https://www.transfermarkt.us/kortney-hause/profil/spieler/233124","Centre-Back","https://tmssl.akamaized.net/images/flagge/verysmall/189.png?lm=1520611569","https://www.transfermarkt.us/aston-villa/startseite/verein/405/saison_id/2019","","Aston Villa","https://tmssl.akamaized.net/images/flagge/verysmall/189.png?lm=1520611569","Premier League","https://www.transfermarkt.us/premier-league/transfers/wettbewerb/GB1/saison_id/2019","€3.40m","https://www.transfermarkt.us/jumplist/transfers/spieler/233124/transfer_id/2511357","https://tmssl.akamaized.net/images/wappen/tiny/405_1469439248.png?lm=1469439249","https://tmssl.akamaized.net/images/flagge/verysmall/211.png?lm=1520611569"
"151","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Filip Helander","https://www.transfermarkt.us/filip-helander/profil/spieler/198067","Centre-Back","https://tmssl.akamaized.net/images/flagge/verysmall/147.png?lm=1520611569","https://www.transfermarkt.us/glasgow-rangers/startseite/verein/124/saison_id/2019","","Rangers","https://tmssl.akamaized.net/images/flagge/verysmall/190.png?lm=1520611569","Premiership","https://www.transfermarkt.us/scottish-premiership/transfers/wettbewerb/SC1/saison_id/2019","€3.35m","https://www.transfermarkt.us/jumplist/transfers/spieler/198067/transfer_id/2553635","https://tmssl.akamaized.net/images/wappen/tiny/124_1654070933.png?lm=1654070934",""
"152","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Ethan Pinnock","https://www.transfermarkt.us/ethan-pinnock/profil/spieler/442248","Centre-Back","https://tmssl.akamaized.net/images/flagge/verysmall/76.png?lm=1520611569","https://www.transfermarkt.us/fc-brentford/startseite/verein/1148/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/1148.png?lm=1625150543","Brentford","https://tmssl.akamaized.net/images/flagge/verysmall/189.png?lm=1520611569","Championship","https://www.transfermarkt.us/championship/transfers/wettbewerb/GB2/saison_id/2019","€3.35m","https://www.transfermarkt.us/jumplist/transfers/spieler/442248/transfer_id/2534111","","https://tmssl.akamaized.net/images/flagge/verysmall/189.png?lm=1520611569"
"153","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Boli Bolingoli","https://www.transfermarkt.us/boli-bolingoli/profil/spieler/168156","Left-Back","https://tmssl.akamaized.net/images/flagge/verysmall/19.png?lm=1520611569","https://www.transfermarkt.us/celtic-glasgow/startseite/verein/371/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/371.png?lm=1403615766","Celtic","https://tmssl.akamaized.net/images/flagge/verysmall/190.png?lm=1520611569","Premiership","https://www.transfermarkt.us/scottish-premiership/transfers/wettbewerb/SC1/saison_id/2019","€3.34m","https://www.transfermarkt.us/jumplist/transfers/spieler/168156/transfer_id/2536944","","https://tmssl.akamaized.net/images/flagge/verysmall/193.png?lm=1520611569"
"154","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Alexander Barboza","https://www.transfermarkt.us/alexander-barboza/profil/spieler/379752","Centre-Back","https://tmssl.akamaized.net/images/flagge/verysmall/9.png?lm=1520611569","https://www.transfermarkt.us/club-atletico-independiente/startseite/verein/1234/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/1234.png?lm=1489920510","Independiente","https://tmssl.akamaized.net/images/flagge/verysmall/9.png?lm=1520611569","Superliga","https://www.transfermarkt.us/superliga/transfers/wettbewerb/AR1N/saison_id/2019","€3.30m","https://www.transfermarkt.us/jumplist/transfers/spieler/379752/transfer_id/2553276","",""
"155","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Nicolas Gavory","https://www.transfermarkt.us/nicolas-gavory/profil/spieler/182816","Left-Back","https://tmssl.akamaized.net/images/flagge/verysmall/50.png?lm=1520611569","https://www.transfermarkt.us/standard-luttich/startseite/verein/3057/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/3057.png?lm=1496825940","Standard Liège","https://tmssl.akamaized.net/images/flagge/verysmall/19.png?lm=1520611569","Jupiler Pro League","https://www.transfermarkt.us/jupiler-pro-league/transfers/wettbewerb/BE1/saison_id/2019","€3.10m","https://www.transfermarkt.us/jumplist/transfers/spieler/182816/transfer_id/2523275","",""
"156","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Marcano","https://www.transfermarkt.us/marcano/profil/spieler/57723","Centre-Back","https://tmssl.akamaized.net/images/flagge/verysmall/157.png?lm=1520611569","https://www.transfermarkt.us/fc-porto/startseite/verein/720/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/720.png?lm=1486310161","FC Porto","https://tmssl.akamaized.net/images/flagge/verysmall/136.png?lm=1520611569","Liga NOS","https://www.transfermarkt.us/liga-nos/transfers/wettbewerb/PO1/saison_id/2019","€3.08m","https://www.transfermarkt.us/jumplist/transfers/spieler/57723/transfer_id/2549682","",""
"157","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Chris Smalling","https://www.transfermarkt.us/chris-smalling/profil/spieler/103427","Centre-Back","https://tmssl.akamaized.net/images/flagge/verysmall/189.png?lm=1520611569","https://www.transfermarkt.us/as-rom/startseite/verein/12/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/12.png?lm=1533302889","AS Roma","https://tmssl.akamaized.net/images/flagge/verysmall/75.png?lm=1520611569","Serie A","https://www.transfermarkt.us/serie-a/transfers/wettbewerb/IT1/saison_id/2019","Loan fee:","https://www.transfermarkt.us/jumplist/transfers/spieler/103427/transfer_id/2628300","",""
"158","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Koffi Djidji","https://www.transfermarkt.us/koffi-djidji/profil/spieler/183031","Centre-Back","https://tmssl.akamaized.net/images/flagge/verysmall/38.png?lm=1520611569","https://www.transfermarkt.us/fc-turin/startseite/verein/416/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/416.png?lm=1438548174","Torino","https://tmssl.akamaized.net/images/flagge/verysmall/75.png?lm=1520611569","Serie A","https://www.transfermarkt.us/serie-a/transfers/wettbewerb/IT1/saison_id/2019","€3.00m","https://www.transfermarkt.us/jumplist/transfers/spieler/183031/transfer_id/2499766","","https://tmssl.akamaized.net/images/flagge/verysmall/50.png?lm=1520611569"
"159","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Egor Sorokin","https://www.transfermarkt.us/egor-sorokin/profil/spieler/288721","Centre-Back","https://tmssl.akamaized.net/images/flagge/verysmall/141.png?lm=1520611569","https://www.transfermarkt.us/fk-krasnodar/startseite/verein/16704/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/16704.png?lm=1499524238","Krasnodar","https://tmssl.akamaized.net/images/flagge/verysmall/141.png?lm=1520611569","Premier Liga","https://www.transfermarkt.us/premier-liga/transfers/wettbewerb/RU1/saison_id/2019","€3.00m","https://www.transfermarkt.us/jumplist/transfers/spieler/288721/transfer_id/2632214","",""
"160","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Lisandro López","https://www.transfermarkt.us/lisandro-lopez/profil/spieler/125019","Centre-Back","https://tmssl.akamaized.net/images/flagge/verysmall/9.png?lm=1520611569","https://www.transfermarkt.us/club-atletico-boca-juniors/startseite/verein/189/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/189.png?lm=1511621129","Boca Juniors","https://tmssl.akamaized.net/images/flagge/verysmall/9.png?lm=1520611569","Copa Maradona","https://www.transfermarkt.us/copa-de-la-liga-profesional-de-futbol/transfers/wettbewerb/CDLP/saison_id/2019","€3.00m","https://www.transfermarkt.us/jumplist/transfers/spieler/125019/transfer_id/2704196","","https://tmssl.akamaized.net/images/flagge/verysmall/157.png?lm=1520611569"
"161","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Dario Maresic","https://www.transfermarkt.us/dario-maresic/profil/spieler/307807","Centre-Back","https://tmssl.akamaized.net/images/flagge/verysmall/127.png?lm=1520611569","https://www.transfermarkt.us/stade-reims/startseite/verein/1421/saison_id/2019","","Stade Reims","https://tmssl.akamaized.net/images/flagge/verysmall/50.png?lm=1520611569","Ligue 1","https://www.transfermarkt.us/ligue-1/transfers/wettbewerb/FR1/saison_id/2019","€3.00m","https://www.transfermarkt.us/jumplist/transfers/spieler/307807/transfer_id/2623756","https://tmssl.akamaized.net/images/wappen/tiny/1421_1592601890.png?lm=1592601857","https://tmssl.akamaized.net/images/flagge/verysmall/37.png?lm=1520611569"
"162","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Elmir Nabiullin","https://www.transfermarkt.us/elmir-nabiullin/profil/spieler/214257","Left-Back","https://tmssl.akamaized.net/images/flagge/verysmall/141.png?lm=1520611569","https://www.transfermarkt.us/fk-sochi/startseite/verein/41231/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/41231.png?lm=1549213557","Sochi","https://tmssl.akamaized.net/images/flagge/verysmall/141.png?lm=1520611569","Premier Liga","https://www.transfermarkt.us/premier-liga/transfers/wettbewerb/RU1/saison_id/2019","€3.00m","https://www.transfermarkt.us/jumplist/transfers/spieler/214257/transfer_id/2544976","",""
