"zentriert","bilderrahmen-fixed src","hauptlink","hauptlink href","inline-table","flaggenrahmen src","inline-table href","tiny_wappen src","hauptlink 2","flaggenrahmen src 2","inline-table 2","inline-table href 2","rechts","rechts href","inline-table src","flaggenrahmen src 3"
"36","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Diego Carlos","https://www.transfermarkt.us/diego-carlos/profil/spieler/329145","Centre-Back","https://tmssl.akamaized.net/images/flagge/verysmall/26.png?lm=1520611569","https://www.transfermarkt.us/fc-sevilla/startseite/verein/368/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/368.png?lm=1408655455","Sevilla FC","https://tmssl.akamaized.net/images/flagge/verysmall/157.png?lm=1520611569","LaLiga","https://www.transfermarkt.us/laliga/transfers/wettbewerb/ES1/saison_id/2019","€15.00m","https://www.transfermarkt.us/jumplist/transfers/spieler/329145/transfer_id/2493399","","https://tmssl.akamaized.net/images/flagge/verysmall/157.png?lm=1520611569"
"37","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Lloyd Kelly","https://www.transfermarkt.us/lloyd-kelly/profil/spieler/480116","Centre-Back","https://tmssl.akamaized.net/images/flagge/verysmall/189.png?lm=1520611569","https://www.transfermarkt.us/afc-bournemouth/startseite/verein/989/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/989.png?lm=1457991811","Bournemouth","https://tmssl.akamaized.net/images/flagge/verysmall/189.png?lm=1520611569","Premier League","https://www.transfermarkt.us/premier-league/transfers/wettbewerb/GB1/saison_id/2019","€14.80m","https://www.transfermarkt.us/jumplist/transfers/spieler/480116/transfer_id/2479737","",""
"38","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Amir Rrahmani","https://www.transfermarkt.us/amir-rrahmani/profil/spieler/257732","Centre-Back","https://tmssl.akamaized.net/images/flagge/verysmall/244.png?lm=1520611569","https://www.transfermarkt.us/ssc-neapel/startseite/verein/6195/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/6195.png?lm=1437135876","SSC Napoli","https://tmssl.akamaized.net/images/flagge/verysmall/75.png?lm=1520611569","Serie A","https://www.transfermarkt.us/serie-a/transfers/wettbewerb/IT1/saison_id/2019","€14.20m","https://www.transfermarkt.us/jumplist/transfers/spieler/257732/transfer_id/2765922","","https://tmssl.akamaized.net/images/flagge/verysmall/3.png?lm=1520611569"
"39","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Douglas Santos","https://www.transfermarkt.us/douglas-santos/profil/spieler/220793","Left-Back","https://tmssl.akamaized.net/images/flagge/verysmall/26.png?lm=1520611569","https://www.transfermarkt.us/zenit-st-petersburg/startseite/verein/964/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/964.png?lm=1486195881","Zenit S-Pb","https://tmssl.akamaized.net/images/flagge/verysmall/141.png?lm=1520611569","Premier Liga","https://www.transfermarkt.us/premier-liga/transfers/wettbewerb/RU1/saison_id/2019","€13.50m","https://www.transfermarkt.us/jumplist/transfers/spieler/220793/transfer_id/2538725","",""
"40","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Jeison Murillo","https://www.transfermarkt.us/jeison-murillo/profil/spieler/131102","Centre-Back","https://tmssl.akamaized.net/images/flagge/verysmall/83.png?lm=1520611569","https://www.transfermarkt.us/sampdoria-genua/startseite/verein/1038/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/1038.png?lm=1520934353","Sampdoria","https://tmssl.akamaized.net/images/flagge/verysmall/75.png?lm=1520611569","Serie A","https://www.transfermarkt.us/serie-a/transfers/wettbewerb/IT1/saison_id/2019","€13.30m","https://www.transfermarkt.us/jumplist/transfers/spieler/131102/transfer_id/2554111","","https://tmssl.akamaized.net/images/flagge/verysmall/157.png?lm=1520611569"
"41","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Ezri Konsa","https://www.transfermarkt.us/ezri-konsa/profil/spieler/413403","Centre-Back","https://tmssl.akamaized.net/images/flagge/verysmall/189.png?lm=1520611569","https://www.transfermarkt.us/aston-villa/startseite/verein/405/saison_id/2019","","Aston Villa","https://tmssl.akamaized.net/images/flagge/verysmall/189.png?lm=1520611569","Premier League","https://www.transfermarkt.us/premier-league/transfers/wettbewerb/GB1/saison_id/2019","€13.30m","https://www.transfermarkt.us/jumplist/transfers/spieler/413403/transfer_id/2549610","https://tmssl.akamaized.net/images/wappen/tiny/405_1469439248.png?lm=1469439249","https://tmssl.akamaized.net/images/flagge/verysmall/193.png?lm=1520611569"
"42","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Stefan Lainer","https://www.transfermarkt.us/stefan-lainer/profil/spieler/85791","Right-Back","https://tmssl.akamaized.net/images/flagge/verysmall/127.png?lm=1520611569","https://www.transfermarkt.us/borussia-monchengladbach/startseite/verein/18/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/18.png?lm=1656585796","Bor. M'gladbach","https://tmssl.akamaized.net/images/flagge/verysmall/40.png?lm=1520612525","Bundesliga","https://www.transfermarkt.us/bundesliga/transfers/wettbewerb/L1/saison_id/2019","€12.50m","https://www.transfermarkt.us/jumplist/transfers/spieler/85791/transfer_id/2513999","",""
"43","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Stanley Nsoki","https://www.transfermarkt.us/stanley-nsoki/profil/spieler/371141","Centre-Back","https://tmssl.akamaized.net/images/flagge/verysmall/50.png?lm=1520611569","https://www.transfermarkt.us/ogc-nizza/startseite/verein/417/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/417.png?lm=1408779490","OGC Nice","https://tmssl.akamaized.net/images/flagge/verysmall/50.png?lm=1520611569","Ligue 1","https://www.transfermarkt.us/ligue-1/transfers/wettbewerb/FR1/saison_id/2019","€12.50m","https://www.transfermarkt.us/jumplist/transfers/spieler/371141/transfer_id/2628788","","https://tmssl.akamaized.net/images/flagge/verysmall/193.png?lm=1520611569"
"44","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Angeliño","https://www.transfermarkt.us/angelino/profil/spieler/277179","Left-Back","https://tmssl.akamaized.net/images/flagge/verysmall/157.png?lm=1520611569","https://www.transfermarkt.us/manchester-city/startseite/verein/281/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/281.png?lm=1467356331","Man City","https://tmssl.akamaized.net/images/flagge/verysmall/189.png?lm=1520611569","Premier League","https://www.transfermarkt.us/premier-league/transfers/wettbewerb/GB1/saison_id/2019","€12.00m","https://www.transfermarkt.us/jumplist/transfers/spieler/277179/transfer_id/2536302","",""
"45","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Pedro Porro","https://www.transfermarkt.us/pedro-porro/profil/spieler/553875","Right-Back","https://tmssl.akamaized.net/images/flagge/verysmall/157.png?lm=1520611569","https://www.transfermarkt.us/manchester-city/startseite/verein/281/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/281.png?lm=1467356331","Man City","https://tmssl.akamaized.net/images/flagge/verysmall/189.png?lm=1520611569","Premier League","https://www.transfermarkt.us/premier-league/transfers/wettbewerb/GB1/saison_id/2019","€12.00m","https://www.transfermarkt.us/jumplist/transfers/spieler/553875/transfer_id/2597030","",""
"46","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Timo Baumgartl","https://www.transfermarkt.us/timo-baumgartl/profil/spieler/187491","Centre-Back","https://tmssl.akamaized.net/images/flagge/verysmall/40.png?lm=1520612525","https://www.transfermarkt.us/psv-eindhoven/startseite/verein/383/saison_id/2019","","PSV Eindhoven","https://tmssl.akamaized.net/images/flagge/verysmall/122.png?lm=1520611569","Eredivisie","https://www.transfermarkt.us/eredivisie/transfers/wettbewerb/NL1/saison_id/2019","€12.00m","https://www.transfermarkt.us/jumplist/transfers/spieler/187491/transfer_id/2574212","https://tmssl.akamaized.net/images/wappen/tiny/383_1611477043.png?lm=1611477043",""
"47","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Thierry Correia","https://www.transfermarkt.us/thierry-correia/profil/spieler/367466","Right-Back","https://tmssl.akamaized.net/images/flagge/verysmall/136.png?lm=1520611569","https://www.transfermarkt.us/fc-valencia/startseite/verein/1049/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/1049.png?lm=1406966320","Valencia","https://tmssl.akamaized.net/images/flagge/verysmall/157.png?lm=1520611569","LaLiga","https://www.transfermarkt.us/laliga/transfers/wettbewerb/ES1/saison_id/2019","€12.00m","https://www.transfermarkt.us/jumplist/transfers/spieler/367466/transfer_id/2631951","","https://tmssl.akamaized.net/images/flagge/verysmall/32.png?lm=1520611569"
"48","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Zinho Vanheusden","https://www.transfermarkt.us/zinho-vanheusden/profil/spieler/338672","Centre-Back","https://tmssl.akamaized.net/images/flagge/verysmall/19.png?lm=1520611569","https://www.transfermarkt.us/standard-luttich/startseite/verein/3057/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/3057.png?lm=1496825940","Standard Liège","https://tmssl.akamaized.net/images/flagge/verysmall/19.png?lm=1520611569","Jupiler Pro League","https://www.transfermarkt.us/jupiler-pro-league/transfers/wettbewerb/BE1/saison_id/2019","€11.74m","https://www.transfermarkt.us/jumplist/transfers/spieler/338672/transfer_id/2528421","",""
"49","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Léo Duarte","https://www.transfermarkt.us/leo-duarte/profil/spieler/312678","Centre-Back","https://tmssl.akamaized.net/images/flagge/verysmall/26.png?lm=1520611569","https://www.transfermarkt.us/ac-mailand/startseite/verein/5/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/5.png?lm=1605166627","AC Milan","https://tmssl.akamaized.net/images/flagge/verysmall/75.png?lm=1520611569","Serie A","https://www.transfermarkt.us/serie-a/transfers/wettbewerb/IT1/saison_id/2019","€10.60m","https://www.transfermarkt.us/jumplist/transfers/spieler/312678/transfer_id/2594476","",""
"50","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Maximilian Wöber","https://www.transfermarkt.us/maximilian-wober/profil/spieler/263361","Centre-Back","https://tmssl.akamaized.net/images/flagge/verysmall/127.png?lm=1520611569","https://www.transfermarkt.us/red-bull-salzburg/startseite/verein/409/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/409.png?lm=1557737354","RB Salzburg","https://tmssl.akamaized.net/images/flagge/verysmall/127.png?lm=1520611569","Bundesliga","https://www.transfermarkt.us/bundesliga/transfers/wettbewerb/A1/saison_id/2019","€10.50m","https://www.transfermarkt.us/jumplist/transfers/spieler/263361/transfer_id/2604511","",""
"51","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Maximilian Wöber","https://www.transfermarkt.us/maximilian-wober/profil/spieler/263361","Centre-Back","https://tmssl.akamaized.net/images/flagge/verysmall/127.png?lm=1520611569","https://www.transfermarkt.us/fc-sevilla/startseite/verein/368/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/368.png?lm=1408655455","Sevilla FC","https://tmssl.akamaized.net/images/flagge/verysmall/157.png?lm=1520611569","LaLiga","https://www.transfermarkt.us/laliga/transfers/wettbewerb/ES1/saison_id/2019","€10.50m","https://www.transfermarkt.us/jumplist/transfers/spieler/263361/transfer_id/2371351","",""
"52","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Denis Vavro","https://www.transfermarkt.us/denis-vavro/profil/spieler/239962","Centre-Back","https://tmssl.akamaized.net/images/flagge/verysmall/154.png?lm=1520611569","https://www.transfermarkt.us/lazio-rom/startseite/verein/398/saison_id/2019","","Lazio","https://tmssl.akamaized.net/images/flagge/verysmall/75.png?lm=1520611569","Serie A","https://www.transfermarkt.us/serie-a/transfers/wettbewerb/IT1/saison_id/2019","€10.50m","https://www.transfermarkt.us/jumplist/transfers/spieler/239962/transfer_id/2538804","https://tmssl.akamaized.net/images/wappen/tiny/398_1601537796.png?lm=1601537796",""
"53","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Strahinja Pavlovic","https://www.transfermarkt.us/strahinja-pavlovic/profil/spieler/574671","Centre-Back","https://tmssl.akamaized.net/images/flagge/verysmall/215.png?lm=1520611569","https://www.transfermarkt.us/as-monaco/startseite/verein/162/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/162.png?lm=1654781919","Monaco","https://tmssl.akamaized.net/images/flagge/verysmall/113.png?lm=1520611569","Ligue 1","https://www.transfermarkt.us/ligue-1/transfers/wettbewerb/FR1/saison_id/2019","€10.00m","https://www.transfermarkt.us/jumplist/transfers/spieler/574671/transfer_id/2728011","",""
"54","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Jean Marcelin","https://www.transfermarkt.us/jean-marcelin/profil/spieler/475412","Centre-Back","https://tmssl.akamaized.net/images/flagge/verysmall/50.png?lm=1520611569","https://www.transfermarkt.us/as-monaco/startseite/verein/162/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/162.png?lm=1654781919","Monaco","https://tmssl.akamaized.net/images/flagge/verysmall/113.png?lm=1520611569","Ligue 1","https://www.transfermarkt.us/ligue-1/transfers/wettbewerb/FR1/saison_id/2019","€10.00m","https://www.transfermarkt.us/jumplist/transfers/spieler/475412/transfer_id/2779808","","https://tmssl.akamaized.net/images/flagge/verysmall/249.png?lm=1644594598"
"55","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Arthur Zagré","https://www.transfermarkt.us/arthur-zagre/profil/spieler/536477","Left-Back","https://tmssl.akamaized.net/images/flagge/verysmall/50.png?lm=1520611569","https://www.transfermarkt.us/as-monaco/startseite/verein/162/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/162.png?lm=1654781919","Monaco","https://tmssl.akamaized.net/images/flagge/verysmall/113.png?lm=1520611569","Ligue 1","https://www.transfermarkt.us/ligue-1/transfers/wettbewerb/FR1/saison_id/2019","€10.00m","https://www.transfermarkt.us/jumplist/transfers/spieler/536477/transfer_id/2626900","","https://tmssl.akamaized.net/images/flagge/verysmall/29.png?lm=1520611569"
"56","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Ola Aina","https://www.transfermarkt.us/ola-aina/profil/spieler/236490","Right-Back","https://tmssl.akamaized.net/images/flagge/verysmall/124.png?lm=1520611569","https://www.transfermarkt.us/fc-turin/startseite/verein/416/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/416.png?lm=1438548174","Torino","https://tmssl.akamaized.net/images/flagge/verysmall/75.png?lm=1520611569","Serie A","https://www.transfermarkt.us/serie-a/transfers/wettbewerb/IT1/saison_id/2019","€9.80m","https://www.transfermarkt.us/jumplist/transfers/spieler/236490/transfer_id/2504212","","https://tmssl.akamaized.net/images/flagge/verysmall/189.png?lm=1520611569"
"57","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Giovanni Di Lorenzo","https://www.transfermarkt.us/giovanni-di-lorenzo/profil/spieler/169880","Right-Back","https://tmssl.akamaized.net/images/flagge/verysmall/75.png?lm=1520611569","https://www.transfermarkt.us/ssc-neapel/startseite/verein/6195/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/6195.png?lm=1437135876","SSC Napoli","https://tmssl.akamaized.net/images/flagge/verysmall/75.png?lm=1520611569","Serie A","https://www.transfermarkt.us/serie-a/transfers/wettbewerb/IT1/saison_id/2019","€9.80m","https://www.transfermarkt.us/jumplist/transfers/spieler/169880/transfer_id/2498063","",""
"58","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Álex Moreno","https://www.transfermarkt.us/alex-moreno/profil/spieler/193098","Left-Back","https://tmssl.akamaized.net/images/flagge/verysmall/157.png?lm=1520611569","https://www.transfermarkt.us/real-betis-sevilla/startseite/verein/150/saison_id/2019","","Real Betis","https://tmssl.akamaized.net/images/flagge/verysmall/157.png?lm=1520611569","LaLiga","https://www.transfermarkt.us/laliga/transfers/wettbewerb/ES1/saison_id/2019","€9.70m","https://www.transfermarkt.us/jumplist/transfers/spieler/193098/transfer_id/2616236","https://tmssl.akamaized.net/images/wappen/tiny/150_1663358497.png?lm=1663358497",""
"59","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Kevin Mbabu","https://www.transfermarkt.us/kevin-mbabu/profil/spieler/183321","Right-Back","https://tmssl.akamaized.net/images/flagge/verysmall/148.png?lm=1520611569","https://www.transfermarkt.us/vfl-wolfsburg/startseite/verein/82/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/82.png?lm=1503060755","VfL Wolfsburg","https://tmssl.akamaized.net/images/flagge/verysmall/40.png?lm=1520612525","Bundesliga","https://www.transfermarkt.us/bundesliga/transfers/wettbewerb/L1/saison_id/2019","€9.20m","https://www.transfermarkt.us/jumplist/transfers/spieler/183321/transfer_id/2460587","","https://tmssl.akamaized.net/images/flagge/verysmall/193.png?lm=1520611569"
"60","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Martin Hinteregger","https://www.transfermarkt.us/martin-hinteregger/profil/spieler/85789","Centre-Back","https://tmssl.akamaized.net/images/flagge/verysmall/127.png?lm=1520611569","https://www.transfermarkt.us/eintracht-frankfurt/startseite/verein/24/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/24.png?lm=1403806187","E. Frankfurt","https://tmssl.akamaized.net/images/flagge/verysmall/40.png?lm=1520612525","Bundesliga","https://www.transfermarkt.us/bundesliga/transfers/wettbewerb/L1/saison_id/2019","€9.00m","https://www.transfermarkt.us/jumplist/transfers/spieler/85789/transfer_id/2585292","",""
"61","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Leandro Cabrera","https://www.transfermarkt.us/leandro-cabrera/profil/spieler/102423","Centre-Back","https://tmssl.akamaized.net/images/flagge/verysmall/179.png?lm=1520611569","https://www.transfermarkt.us/espanyol-barcelona/startseite/verein/714/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/714.png?lm=1406966369","Espanyol","https://tmssl.akamaized.net/images/flagge/verysmall/157.png?lm=1520611569","LaLiga","https://www.transfermarkt.us/laliga/transfers/wettbewerb/ES1/saison_id/2019","€9.00m","https://www.transfermarkt.us/jumplist/transfers/spieler/102423/transfer_id/2765776","","https://tmssl.akamaized.net/images/flagge/verysmall/157.png?lm=1520611569"
"62","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Marin Pongracic","https://www.transfermarkt.us/marin-pongracic/profil/spieler/282144","Centre-Back","https://tmssl.akamaized.net/images/flagge/verysmall/37.png?lm=1520611569","https://www.transfermarkt.us/vfl-wolfsburg/startseite/verein/82/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/82.png?lm=1503060755","VfL Wolfsburg","https://tmssl.akamaized.net/images/flagge/verysmall/40.png?lm=1520612525","Bundesliga","https://www.transfermarkt.us/bundesliga/transfers/wettbewerb/L1/saison_id/2019","€9.00m","https://www.transfermarkt.us/jumplist/transfers/spieler/282144/transfer_id/2758869","","https://tmssl.akamaized.net/images/flagge/verysmall/40.png?lm=1520612525"
